TraceName,ExpName,ipc,precision,recall,Filter
709.cactus_r-shifted_gauge_wave-19B,bw3200_xpt_pythia,0.92059,64.93,3.91,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_nopf,0.91092,0,0,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_pythia,0.92143,0,0,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_normal,0.91344,98.1,97.69,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_normal_pythia,0.9215,85.83,60.63,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_xpt,0.91224,97.37,45.25,1
709.cactus_r-shifted_gauge_wave-19B,bw6400_xpt_pythia,0.92119,64.22,4.1,1
709.cactus_r-shifted_gauge_wave-26B,bw200_nopf,0.65223,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw200_pythia,0.73072,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw200_normal,0.65445,98.92,98.48,1
709.cactus_r-shifted_gauge_wave-26B,bw200_normal_pythia,0.72726,87.1,59.3,1
709.cactus_r-shifted_gauge_wave-26B,bw200_xpt,0.65404,99.18,46.11,1
709.cactus_r-shifted_gauge_wave-26B,bw200_xpt_pythia,0.73021,75.69,7.51,1
709.cactus_r-shifted_gauge_wave-26B,bw400_nopf,0.76321,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw400_pythia,0.82902,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw400_normal,0.7717,99.0,98.54,1
709.cactus_r-shifted_gauge_wave-26B,bw400_normal_pythia,0.83092,87.57,62.16,1
709.cactus_r-shifted_gauge_wave-26B,bw400_xpt,0.76733,99.2,46.1,1
709.cactus_r-shifted_gauge_wave-26B,bw400_xpt_pythia,0.82727,76.12,7.33,1
709.cactus_r-shifted_gauge_wave-26B,bw800_nopf,0.80745,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw800_pythia,0.87422,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw800_normal,0.82067,99.0,98.45,1
709.cactus_r-shifted_gauge_wave-26B,bw800_normal_pythia,0.87466,87.69,63.6,1
709.cactus_r-shifted_gauge_wave-26B,bw800_xpt,0.81405,99.2,46.1,1
709.cactus_r-shifted_gauge_wave-26B,bw800_xpt_pythia,0.87129,87.02,6.89,1
709.cactus_r-shifted_gauge_wave-26B,bw1600_nopf,0.81856,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw1600_pythia,0.88537,0,0,1
709.cactus_r-shifted_gauge_wave-26B,bw1600_normal,0.83165,99.07,98.57,1
709.cactus_r-shifted_gauge_wave-26B,bw1600_normal_pythia,0.88273,87.92,62.73,1
