TraceName,ExpName,ipc,precision,recall,Filter
737.gmsh_r-mediterranean-160B,pythia,2.24913,0,0,1
823.llvm_s-insn_recog_0005-26B,pythia,1.24053,0,0,1
729.abc_r-des_system90-103B,pythia,0.65539,0,0,1
729.abc_r-des_system90-77B,pythia,1.64838,0,0,1
709.cactus_r-shifted_gauge_wave-27B,pythia,0.33688,0,0,1
820.cloverleaf_s-default-11785B,pythia,2.06589,0,0,1
834.vpr_s-sparct1_place-411B,pythia,0.54349,0,0,1
881.neutron_s-xsbench_event_unionized-1137B,pythia,2.0694,0,0,1
821.gcc_s-lz4hc_0010-23B,pythia,0.79745,0,0,1
821.gcc_s-lz4hc_0018-31B,pythia,0.9212,0,0,1
849.fotonik3d_s-default-7623B,pythia,0.58934,0,0,1
737.gmsh_r-spec_hxt-26B,pythia,0.48623,0,0,1
729.abc_r-mcml-19B,pythia,0.58593,0,0,1
708.sqlite_r-main_size2000-136B,pythia,0.87649,0,0,1
823.llvm_s-particle_handler_0018-13B,pythia,1.16141,0,0,1
734.vpr_r-jpeg_route-49B,pythia,1.12158,0,0,1
708.sqlite_r-main_size2000-556B,pythia,1.08667,0,0,1
829.abc_s-bitcoin-289B,pythia,1.56396,0,0,1
821.gcc_s-lz4hc_0009-12B,pythia,0.84259,0,0,1
823.llvm_s-etf_inst3_0011-14B,pythia,0.77401,0,0,1
709.cactus_r-shifted_gauge_wave-19B,pythia,0.92134,0,0,1
736.ocio_r-mntr_srgb_8k-35B,pythia,1.10033,0,0,1
800.pot3d_s-pot3d_n1-2026B,pythia,0.27738,0,0,1
846.minizinc_s-yumi_dynamic-118B,pythia,0.52681,0,0,1
867.nest_s-microcircuit-9846B,pythia,0.26507,0,0,1
823.llvm_s-etf_inst3_0005-11B,pythia,0.79388,0,0,1
822.palm_s-atmos-35579B,pythia,1.77438,0,0,1
823.llvm_s-dagcombiner_0006-4B,pythia,0.79323,0,0,1
821.gcc_s-unicodeobject_0015-26B,pythia,0.78007,0,0,1
821.gcc_s-unicodeobject_0006-1B,pythia,1.09578,0,0,1
822.palm_s-atmos-4359B,pythia,1.79302,0,0,1
809.cactus_s-shifted_gauge_wave-202B,pythia,0.91079,0,0,1
811.tealeaf_s-default-16461B,pythia,1.57298,0,0,1
727.cppcheck_r-747_dealii-21B,pythia,0.95865,0,0,1
765.roms_r-benchmark2-985B,pythia,0.32904,0,0,1
823.llvm_s-etf_inst3_0011-10B,pythia,1.24759,0,0,1
822.palm_s-atmos-2602B,pythia,1.76798,0,0,1
846.minizinc_s-yumi_dynamic-119B,pythia,0.52085,0,0,1
811.tealeaf_s-default-34631B,normal,0.89581,100.0,100.0,1
737.gmsh_r-gasdis-121B,normal,1.12568,98.49,98.62,1
811.tealeaf_s-default-15369B,normal,0.91724,100.0,100.0,1
749.fotonik3d_r-default-128B,normal,0.39992,99.36,99.64,1
865.roms_s-benchmark3-2365B,normal,0.31854,98.84,98.05,1
823.llvm_s-matrix_free_0019-7B,normal,0.66459,94.04,97.13,1
865.roms_s-benchmark3-2540B,normal,0.21935,99.27,99.05,1
823.llvm_s-matrix_free_0013-7B,normal,0.65085,94.02,97.14,1
749.fotonik3d_r-default-651B,normal,0.35992,99.01,99.64,1
727.cppcheck_r-770_7z-57B,normal,1.29722,99.52,99.31,1
823.llvm_s-particle_handler_0018-5B,normal,0.94908,96.33,98.9,1
823.llvm_s-dagcombiner_0002-14B,normal,0.71033,92.17,88.52,1
729.abc_r-des_system90-88B,normal,1.22936,99.99,99.99,1
729.abc_r-des_system90-75B,normal,0.71514,99.74,99.75,1
829.abc_s-bitcoin-750B,normal,0.81844,99.87,100.0,1
821.gcc_s-lz4hc_0007-10B,normal,0.75454,88.23,89.87,1
708.sqlite_r-main_size2000-499B,normal,1.12051,89.32,95.52,1
823.llvm_s-dagcombiner_0002-4B,normal,0.73349,94.05,96.06,1
727.cppcheck_r-747_dealii-3B,normal,0.71329,98.36,99.31,1
834.vpr_s-wb_conmax_route-461B,normal,1.06396,100.0,100.0,1
811.tealeaf_s-default-33315B,normal,1.02548,100.0,100.0,1
849.fotonik3d_s-default-2571B,normal,0.58833,100.0,100.0,1
800.pot3d_s-pot3d_n1-2544B,normal,0.2753,99.75,99.84,1
823.llvm_s-inst_constrs_3_0017-35B,normal,1.32428,98.66,99.76,1
721.gcc_r-ref32_O3_inline12000-41B,normal,0.60448,94.42,94.12,1
820.cloverleaf_s-default-11714B,normal,0.69236,98.13,92.39,1
823.llvm_s-etf_inst3_0005-17B,normal,0.95817,95.09,95.89,1
765.roms_r-benchmark2-871B,normal,0.62284,99.66,98.73,1
829.abc_s-ethernet_fraig-186B,normal,0.90365,87.44,85.66,1
823.llvm_s-particle_handler_0015-13B,normal,1.15609,95.15,97.24,1
727.cppcheck_r-770_7z-38B,normal,1.26361,93.1,88.7,1
