TraceName,ExpName,dram_read_reqs,Filter
811.tealeaf_s-default-33315B,bw3200_pythia,7443271,1
811.tealeaf_s-default-33315B,bw3200_xpt,7435441,1
811.tealeaf_s-default-33315B,bw3200_xpt_pythia,7460574,1
811.tealeaf_s-default-33315B,bw3200_normal,7435639,1
811.tealeaf_s-default-33315B,bw3200_normal_pythia,7513833,1
811.tealeaf_s-default-34631B,bw3200_nopf,8211156,1
811.tealeaf_s-default-34631B,bw3200_pythia,8211481,1
811.tealeaf_s-default-34631B,bw3200_xpt,8210819,1
811.tealeaf_s-default-34631B,bw3200_xpt_pythia,8285401,1
811.tealeaf_s-default-34631B,bw3200_normal,8210814,1
811.tealeaf_s-default-34631B,bw3200_normal_pythia,8320829,1
811.tealeaf_s-default-35333B,bw3200_nopf,8883207,1
811.tealeaf_s-default-35333B,bw3200_pythia,8883646,1
811.tealeaf_s-default-35333B,bw3200_xpt,8882512,1
811.tealeaf_s-default-35333B,bw3200_xpt_pythia,9054736,1
811.tealeaf_s-default-35333B,bw3200_normal,8882528,1
811.tealeaf_s-default-35333B,bw3200_normal_pythia,9099423,1
820.cloverleaf_s-default-11714B,bw3200_nopf,16798053,1
820.cloverleaf_s-default-11714B,bw3200_pythia,15550093,1
820.cloverleaf_s-default-11714B,bw3200_xpt,16876422,1
820.cloverleaf_s-default-11714B,bw3200_xpt_pythia,15550093,1
820.cloverleaf_s-default-11714B,bw3200_normal,17055350,1
820.cloverleaf_s-default-11714B,bw3200_normal_pythia,15597694,1
820.cloverleaf_s-default-11785B,bw3200_nopf,6148501,1
820.cloverleaf_s-default-11785B,bw3200_pythia,6148498,1
820.cloverleaf_s-default-11785B,bw3200_xpt,6148504,1
820.cloverleaf_s-default-11785B,bw3200_xpt_pythia,6148498,1
820.cloverleaf_s-default-11785B,bw3200_normal,6148504,1
820.cloverleaf_s-default-11785B,bw3200_normal_pythia,6156088,1
820.cloverleaf_s-default-12184B,bw3200_nopf,5279304,1
820.cloverleaf_s-default-12184B,bw3200_pythia,5138846,1
820.cloverleaf_s-default-12184B,bw3200_xpt,5313624,1
820.cloverleaf_s-default-12184B,bw3200_xpt_pythia,5138846,1
820.cloverleaf_s-default-12184B,bw3200_normal,5286527,1
820.cloverleaf_s-default-12184B,bw3200_normal_pythia,5142060,1
820.cloverleaf_s-default-2345B,bw3200_nopf,25673394,1
820.cloverleaf_s-default-2345B,bw3200_pythia,24770109,1
820.cloverleaf_s-default-2345B,bw3200_xpt,27797060,1
820.cloverleaf_s-default-2345B,bw3200_xpt_pythia,25694649,1
820.cloverleaf_s-default-2345B,bw3200_normal,25907202,1
820.cloverleaf_s-default-2345B,bw3200_normal_pythia,25203679,1
821.gcc_s-lz4_0002-39B,bw3200_nopf,1885895,1
821.gcc_s-lz4_0002-39B,bw3200_pythia,3249994,1
821.gcc_s-lz4_0002-39B,bw3200_xpt,1890253,1
821.gcc_s-lz4_0002-39B,bw3200_xpt_pythia,3247992,1
821.gcc_s-lz4_0002-39B,bw3200_normal,2083057,1
821.gcc_s-lz4_0002-39B,bw3200_normal_pythia,3425843,1
821.gcc_s-lz4hc_0007-10B,bw3200_nopf,3017988,1
821.gcc_s-lz4hc_0007-10B,bw3200_pythia,4264434,1
821.gcc_s-lz4hc_0007-10B,bw3200_xpt,3023888,1
821.gcc_s-lz4hc_0007-10B,bw3200_xpt_pythia,4266194,1
821.gcc_s-lz4hc_0007-10B,bw3200_normal,3320190,1
821.gcc_s-lz4hc_0007-10B,bw3200_normal_pythia,4568199,1
821.gcc_s-lz4hc_0009-12B,bw3200_nopf,2088696,1
821.gcc_s-lz4hc_0009-12B,bw3200_pythia,3359635,1
821.gcc_s-lz4hc_0009-12B,bw3200_xpt,2094645,1
821.gcc_s-lz4hc_0009-12B,bw3200_xpt_pythia,3351958,1
821.gcc_s-lz4hc_0009-12B,bw3200_normal,2276409,1
821.gcc_s-lz4hc_0009-12B,bw3200_normal_pythia,3559913,1
821.gcc_s-lz4hc_0009-6B,bw3200_nopf,3750429,1
821.gcc_s-lz4hc_0009-6B,bw3200_pythia,5531442,1
821.gcc_s-lz4hc_0009-6B,bw3200_xpt,3747781,1
821.gcc_s-lz4hc_0009-6B,bw3200_xpt_pythia,5523625,1
821.gcc_s-lz4hc_0009-6B,bw3200_normal,4344458,1
821.gcc_s-lz4hc_0009-6B,bw3200_normal_pythia,6055967,1
821.gcc_s-lz4hc_0010-14B,bw3200_nopf,3861485,1
821.gcc_s-lz4hc_0010-14B,bw3200_pythia,5750970,1
821.gcc_s-lz4hc_0010-14B,bw3200_xpt,3858908,1
821.gcc_s-lz4hc_0010-14B,bw3200_xpt_pythia,5723413,1
821.gcc_s-lz4hc_0010-14B,bw3200_normal,4342439,1
821.gcc_s-lz4hc_0010-14B,bw3200_normal_pythia,6134692,1
821.gcc_s-lz4hc_0010-23B,bw3200_nopf,1789374,1
821.gcc_s-lz4hc_0010-23B,bw3200_pythia,2631161,1
821.gcc_s-lz4hc_0010-23B,bw3200_xpt,1791793,1
821.gcc_s-lz4hc_0010-23B,bw3200_xpt_pythia,2624598,1
821.gcc_s-lz4hc_0010-23B,bw3200_normal,1935533,1
821.gcc_s-lz4hc_0010-23B,bw3200_normal_pythia,2715631,1
821.gcc_s-lz4hc_0018-20B,bw3200_nopf,2190781,1
821.gcc_s-lz4hc_0018-20B,bw3200_pythia,3053445,1
821.gcc_s-lz4hc_0018-20B,bw3200_xpt,2196994,1
821.gcc_s-lz4hc_0018-20B,bw3200_xpt_pythia,3047910,1
821.gcc_s-lz4hc_0018-20B,bw3200_normal,2469479,1
821.gcc_s-lz4hc_0018-20B,bw3200_normal_pythia,3302970,1
821.gcc_s-lz4hc_0018-31B,bw3200_nopf,2212733,1
821.gcc_s-lz4hc_0018-31B,bw3200_pythia,2988217,1
821.gcc_s-lz4hc_0018-31B,bw3200_xpt,2216645,1
821.gcc_s-lz4hc_0018-31B,bw3200_xpt_pythia,2984203,1
821.gcc_s-lz4hc_0018-31B,bw3200_normal,2401199,1
821.gcc_s-lz4hc_0018-31B,bw3200_normal_pythia,3192706,1
821.gcc_s-unicodeobject_0006-1B,bw3200_nopf,1376454,1
821.gcc_s-unicodeobject_0006-1B,bw3200_pythia,1831858,1
821.gcc_s-unicodeobject_0006-1B,bw3200_xpt,1379928,1
821.gcc_s-unicodeobject_0006-1B,bw3200_xpt_pythia,1842633,1
821.gcc_s-unicodeobject_0006-1B,bw3200_normal,1453580,1
821.gcc_s-unicodeobject_0006-1B,bw3200_normal_pythia,1918234,1
821.gcc_s-unicodeobject_0015-26B,bw3200_nopf,1906187,1
821.gcc_s-unicodeobject_0015-26B,bw3200_pythia,3247384,1
821.gcc_s-unicodeobject_0015-26B,bw3200_xpt,1913753,1
821.gcc_s-unicodeobject_0015-26B,bw3200_xpt_pythia,3245267,1
821.gcc_s-unicodeobject_0015-26B,bw3200_normal,2090493,1
821.gcc_s-unicodeobject_0015-26B,bw3200_normal_pythia,3407828,1
822.palm_s-atmos-2602B,bw3200_nopf,2492303,1
822.palm_s-atmos-2602B,bw3200_pythia,2498473,1
822.palm_s-atmos-2602B,bw3200_xpt,2490873,1
822.palm_s-atmos-2602B,bw3200_xpt_pythia,2551419,1
822.palm_s-atmos-2602B,bw3200_normal,2490937,1
822.palm_s-atmos-2602B,bw3200_normal_pythia,2564249,1
822.palm_s-atmos-35579B,bw3200_nopf,2473287,1
822.palm_s-atmos-35579B,bw3200_pythia,2479115,1
822.palm_s-atmos-35579B,bw3200_xpt,2471934,1
822.palm_s-atmos-35579B,bw3200_xpt_pythia,2533113,1
822.palm_s-atmos-35579B,bw3200_normal,2471965,1
822.palm_s-atmos-35579B,bw3200_normal_pythia,2543963,1
822.palm_s-atmos-4359B,bw3200_nopf,2517611,1
822.palm_s-atmos-4359B,bw3200_pythia,2524096,1
822.palm_s-atmos-4359B,bw3200_xpt,2516115,1
822.palm_s-atmos-4359B,bw3200_xpt_pythia,2579316,1
822.palm_s-atmos-4359B,bw3200_normal,2516149,1
822.palm_s-atmos-4359B,bw3200_normal_pythia,2590328,1
822.palm_s-atmos-6227B,bw3200_nopf,2467805,1
822.palm_s-atmos-6227B,bw3200_pythia,2473727,1
822.palm_s-atmos-6227B,bw3200_xpt,2466437,1
822.palm_s-atmos-6227B,bw3200_xpt_pythia,2526839,1
822.palm_s-atmos-6227B,bw3200_normal,2466496,1
822.palm_s-atmos-6227B,bw3200_normal_pythia,2538277,1
823.llvm_s-dagcombiner_0002-14B,bw3200_nopf,1520183,1
823.llvm_s-dagcombiner_0002-14B,bw3200_pythia,2952504,1
823.llvm_s-dagcombiner_0002-14B,bw3200_xpt,1517960,1
823.llvm_s-dagcombiner_0002-14B,bw3200_xpt_pythia,2951353,1
823.llvm_s-dagcombiner_0002-14B,bw3200_normal,1629886,1
823.llvm_s-dagcombiner_0002-14B,bw3200_normal_pythia,3107730,1
823.llvm_s-dagcombiner_0002-4B,bw3200_nopf,4930605,1
823.llvm_s-dagcombiner_0002-4B,bw3200_pythia,7086798,1
823.llvm_s-dagcombiner_0002-4B,bw3200_xpt,4936897,1
823.llvm_s-dagcombiner_0002-4B,bw3200_xpt_pythia,7150507,1
823.llvm_s-dagcombiner_0002-4B,bw3200_normal,5182499,1
823.llvm_s-dagcombiner_0002-4B,bw3200_normal_pythia,7651325,1
823.llvm_s-dagcombiner_0006-4B,bw3200_nopf,4922077,1
823.llvm_s-dagcombiner_0006-4B,bw3200_pythia,7122857,1
823.llvm_s-dagcombiner_0006-4B,bw3200_xpt,4928385,1
823.llvm_s-dagcombiner_0006-4B,bw3200_xpt_pythia,7160204,1
823.llvm_s-dagcombiner_0006-4B,bw3200_normal,5168558,1
823.llvm_s-dagcombiner_0006-4B,bw3200_normal_pythia,7607071,1
823.llvm_s-etf_inst3_0005-11B,bw3200_nopf,3748412,1
823.llvm_s-etf_inst3_0005-11B,bw3200_pythia,5249970,1
823.llvm_s-etf_inst3_0005-11B,bw3200_xpt,3750522,1
823.llvm_s-etf_inst3_0005-11B,bw3200_xpt_pythia,5270381,1
823.llvm_s-etf_inst3_0005-11B,bw3200_normal,3883031,1
823.llvm_s-etf_inst3_0005-11B,bw3200_normal_pythia,5536084,1
823.llvm_s-etf_inst3_0005-17B,bw3200_nopf,1934811,1
823.llvm_s-etf_inst3_0005-17B,bw3200_pythia,2679077,1
823.llvm_s-etf_inst3_0005-17B,bw3200_xpt,1939267,1
823.llvm_s-etf_inst3_0005-17B,bw3200_xpt_pythia,2686556,1
823.llvm_s-etf_inst3_0005-17B,bw3200_normal,2009590,1
823.llvm_s-etf_inst3_0005-17B,bw3200_normal_pythia,2831831,1
823.llvm_s-etf_inst3_0011-10B,bw3200_nopf,1119518,1
823.llvm_s-etf_inst3_0011-10B,bw3200_pythia,1543668,1
823.llvm_s-etf_inst3_0011-10B,bw3200_xpt,1119525,1
823.llvm_s-etf_inst3_0011-10B,bw3200_xpt_pythia,1545991,1
823.llvm_s-etf_inst3_0011-10B,bw3200_normal,1146958,1
823.llvm_s-etf_inst3_0011-10B,bw3200_normal_pythia,1602070,1
823.llvm_s-etf_inst3_0011-14B,bw3200_nopf,2710702,1
823.llvm_s-etf_inst3_0011-14B,bw3200_pythia,4251923,1
823.llvm_s-etf_inst3_0011-14B,bw3200_xpt,2714479,1
823.llvm_s-etf_inst3_0011-14B,bw3200_xpt_pythia,4228439,1
823.llvm_s-etf_inst3_0011-14B,bw3200_normal,2849938,1
823.llvm_s-etf_inst3_0011-14B,bw3200_normal_pythia,4483748,1
823.llvm_s-etf_inst3_0011-8B,bw3200_nopf,6316925,1
823.llvm_s-etf_inst3_0011-8B,bw3200_pythia,8877635,1
823.llvm_s-etf_inst3_0011-8B,bw3200_xpt,6321889,1
823.llvm_s-etf_inst3_0011-8B,bw3200_xpt_pythia,8881239,1
823.llvm_s-etf_inst3_0011-8B,bw3200_normal,6555833,1
823.llvm_s-etf_inst3_0011-8B,bw3200_normal_pythia,9382475,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_nopf,4545886,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_pythia,6971520,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_xpt,4554651,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_xpt_pythia,6930624,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_normal,4743729,1
823.llvm_s-generic_cpu_exec_6_0012-25B,bw3200_normal_pythia,7492096,1
823.llvm_s-grid_tools_0008-19B,bw3200_nopf,3244127,1
823.llvm_s-grid_tools_0008-19B,bw3200_pythia,4315256,1
823.llvm_s-grid_tools_0008-19B,bw3200_xpt,3246460,1
823.llvm_s-grid_tools_0008-19B,bw3200_xpt_pythia,4320341,1
823.llvm_s-grid_tools_0008-19B,bw3200_normal,3382615,1
823.llvm_s-grid_tools_0008-19B,bw3200_normal_pythia,4685313,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_nopf,3872696,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_pythia,5442704,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_xpt,3876270,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_xpt_pythia,5431610,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_normal,3986820,1
823.llvm_s-grid_tools_dof_handlers_0009-11B,bw3200_normal_pythia,5907152,1
823.llvm_s-insn_recog_0005-10B,bw3200_nopf,2369913,1
823.llvm_s-insn_recog_0005-10B,bw3200_pythia,3116700,1
823.llvm_s-insn_recog_0005-10B,bw3200_xpt,2371232,1
823.llvm_s-insn_recog_0005-10B,bw3200_xpt_pythia,3079605,1
823.llvm_s-insn_recog_0005-10B,bw3200_normal,2395382,1
823.llvm_s-insn_recog_0005-10B,bw3200_normal_pythia,3107577,1
823.llvm_s-insn_recog_0005-14B,bw3200_nopf,9044532,1
823.llvm_s-insn_recog_0005-14B,bw3200_pythia,12423165,1
823.llvm_s-insn_recog_0005-14B,bw3200_xpt,9045160,1
823.llvm_s-insn_recog_0005-14B,bw3200_xpt_pythia,12340889,1
823.llvm_s-insn_recog_0005-14B,bw3200_normal,9321459,1
823.llvm_s-insn_recog_0005-14B,bw3200_normal_pythia,13035874,1
823.llvm_s-insn_recog_0005-15B,bw3200_nopf,2326164,1
823.llvm_s-insn_recog_0005-15B,bw3200_pythia,2922803,1
823.llvm_s-insn_recog_0005-15B,bw3200_xpt,2326821,1
823.llvm_s-insn_recog_0005-15B,bw3200_xpt_pythia,2939698,1
823.llvm_s-insn_recog_0005-15B,bw3200_normal,2420864,1
823.llvm_s-insn_recog_0005-15B,bw3200_normal_pythia,3029933,1
823.llvm_s-insn_recog_0005-26B,bw3200_nopf,1166448,1
823.llvm_s-insn_recog_0005-26B,bw3200_pythia,1302666,1
823.llvm_s-insn_recog_0005-26B,bw3200_xpt,1167878,1
823.llvm_s-insn_recog_0005-26B,bw3200_xpt_pythia,1325578,1
823.llvm_s-insn_recog_0005-26B,bw3200_normal,1178168,1
823.llvm_s-insn_recog_0005-26B,bw3200_normal_pythia,1364832,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_nopf,1130329,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_pythia,1494146,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_xpt,1130929,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_xpt_pythia,1523450,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_normal,1150736,1
823.llvm_s-inst_constrs_3_0017-27B,bw3200_normal_pythia,1596397,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_nopf,1330927,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_pythia,1773168,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_xpt,1330966,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_xpt_pythia,1779622,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_normal,1362584,1
823.llvm_s-inst_constrs_3_0017-35B,bw3200_normal_pythia,1839813,1
823.llvm_s-matrix_free_0013-7B,bw3200_nopf,6956651,1
823.llvm_s-matrix_free_0013-7B,bw3200_pythia,9980223,1
823.llvm_s-matrix_free_0013-7B,bw3200_xpt,6962891,1
823.llvm_s-matrix_free_0013-7B,bw3200_xpt_pythia,10010490,1
823.llvm_s-matrix_free_0013-7B,bw3200_normal,7283226,1
823.llvm_s-matrix_free_0013-7B,bw3200_normal_pythia,10773885,1
823.llvm_s-matrix_free_0019-11B,bw3200_nopf,1350621,1
823.llvm_s-matrix_free_0019-11B,bw3200_pythia,2090391,1
823.llvm_s-matrix_free_0019-11B,bw3200_xpt,1351041,1
823.llvm_s-matrix_free_0019-11B,bw3200_xpt_pythia,2093293,1
823.llvm_s-matrix_free_0019-11B,bw3200_normal,1418459,1
823.llvm_s-matrix_free_0019-11B,bw3200_normal_pythia,2195813,1
823.llvm_s-matrix_free_0019-7B,bw3200_nopf,6670097,1
823.llvm_s-matrix_free_0019-7B,bw3200_pythia,9464931,1
823.llvm_s-matrix_free_0019-7B,bw3200_xpt,6675984,1
823.llvm_s-matrix_free_0019-7B,bw3200_xpt_pythia,9511833,1
823.llvm_s-matrix_free_0019-7B,bw3200_normal,6977720,1
823.llvm_s-matrix_free_0019-7B,bw3200_normal_pythia,10196684,1
823.llvm_s-modelsmodule_0004-24B,bw3200_nopf,1259907,1
823.llvm_s-modelsmodule_0004-24B,bw3200_pythia,1688631,1
823.llvm_s-modelsmodule_0004-24B,bw3200_xpt,1259961,1
823.llvm_s-modelsmodule_0004-24B,bw3200_xpt_pythia,1690010,1
823.llvm_s-modelsmodule_0004-24B,bw3200_normal,1280937,1
823.llvm_s-modelsmodule_0004-24B,bw3200_normal_pythia,1806447,1
823.llvm_s-modelsmodule_0010-23B,bw3200_nopf,1348925,1
823.llvm_s-modelsmodule_0010-23B,bw3200_pythia,1861849,1
823.llvm_s-modelsmodule_0010-23B,bw3200_xpt,1348991,1
823.llvm_s-modelsmodule_0010-23B,bw3200_xpt_pythia,1866265,1
823.llvm_s-modelsmodule_0010-23B,bw3200_normal,1394555,1
823.llvm_s-modelsmodule_0010-23B,bw3200_normal_pythia,1984396,1
823.llvm_s-particle_handler_0015-13B,bw3200_nopf,1336895,1
823.llvm_s-particle_handler_0015-13B,bw3200_pythia,1631036,1
823.llvm_s-particle_handler_0015-13B,bw3200_xpt,1342045,1
823.llvm_s-particle_handler_0015-13B,bw3200_xpt_pythia,1658796,1
823.llvm_s-particle_handler_0015-13B,bw3200_normal,1385194,1
823.llvm_s-particle_handler_0015-13B,bw3200_normal_pythia,1792346,1
823.llvm_s-particle_handler_0015-5B,bw3200_nopf,1678008,1
823.llvm_s-particle_handler_0015-5B,bw3200_pythia,2482208,1
823.llvm_s-particle_handler_0015-5B,bw3200_xpt,1680584,1
823.llvm_s-particle_handler_0015-5B,bw3200_xpt_pythia,2508788,1
823.llvm_s-particle_handler_0015-5B,bw3200_normal,1739058,1
823.llvm_s-particle_handler_0015-5B,bw3200_normal_pythia,2681687,1
823.llvm_s-particle_handler_0018-13B,bw3200_nopf,1191958,1
823.llvm_s-particle_handler_0018-13B,bw3200_pythia,1540232,1
823.llvm_s-particle_handler_0018-13B,bw3200_xpt,1195647,1
823.llvm_s-particle_handler_0018-13B,bw3200_xpt_pythia,1533852,1
823.llvm_s-particle_handler_0018-13B,bw3200_normal,1239375,1
823.llvm_s-particle_handler_0018-13B,bw3200_normal_pythia,1674569,1
823.llvm_s-particle_handler_0018-5B,bw3200_nopf,1668789,1
823.llvm_s-particle_handler_0018-5B,bw3200_pythia,2454143,1
823.llvm_s-particle_handler_0018-5B,bw3200_xpt,1671255,1
823.llvm_s-particle_handler_0018-5B,bw3200_xpt_pythia,2463484,1
823.llvm_s-particle_handler_0018-5B,bw3200_normal,1728871,1
823.llvm_s-particle_handler_0018-5B,bw3200_normal_pythia,2673970,1
823.llvm_s-particle_handler_0018-8B,bw3200_nopf,5819358,1
823.llvm_s-particle_handler_0018-8B,bw3200_pythia,8741952,1
823.llvm_s-particle_handler_0018-8B,bw3200_xpt,5830638,1
823.llvm_s-particle_handler_0018-8B,bw3200_xpt_pythia,8777003,1
823.llvm_s-particle_handler_0018-8B,bw3200_normal,6241488,1
823.llvm_s-particle_handler_0018-8B,bw3200_normal_pythia,9595643,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_nopf,3561519,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_pythia,5389201,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_xpt,3572579,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_xpt_pythia,5395245,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_normal,3833593,1
823.llvm_s-passbuilderpipelines_0003-2B,bw3200_normal_pythia,5855196,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_nopf,3296575,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_pythia,5318899,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_xpt,3302196,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_xpt_pythia,5269234,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_normal,3561102,1
823.llvm_s-selectiondagbuilder_0007-4B,bw3200_normal_pythia,5774235,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_nopf,3137846,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_pythia,4552649,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_xpt,3147283,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_xpt_pythia,4562510,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_normal,3335342,1
823.llvm_s-standardinstrumentations_0014-2B,bw3200_normal_pythia,4927000,1
829.abc_s-bitcoin-289B,bw3200_nopf,3255211,1
829.abc_s-bitcoin-289B,bw3200_pythia,3265082,1
829.abc_s-bitcoin-289B,bw3200_xpt,3255212,1
829.abc_s-bitcoin-289B,bw3200_xpt_pythia,3265082,1
829.abc_s-bitcoin-289B,bw3200_normal,3255211,1
829.abc_s-bitcoin-289B,bw3200_normal_pythia,3283108,1
829.abc_s-bitcoin-359B,bw3200_nopf,11819952,1
829.abc_s-bitcoin-359B,bw3200_pythia,12253218,1
829.abc_s-bitcoin-359B,bw3200_xpt,11819954,1
829.abc_s-bitcoin-359B,bw3200_xpt_pythia,12253543,1
829.abc_s-bitcoin-359B,bw3200_normal,11819994,1
829.abc_s-bitcoin-359B,bw3200_normal_pythia,12279856,1
829.abc_s-bitcoin-645B,bw3200_nopf,2006034,1
829.abc_s-bitcoin-645B,bw3200_pythia,3065445,1
829.abc_s-bitcoin-645B,bw3200_xpt,2006397,1
829.abc_s-bitcoin-645B,bw3200_xpt_pythia,3098570,1
829.abc_s-bitcoin-645B,bw3200_normal,2102875,1
829.abc_s-bitcoin-645B,bw3200_normal_pythia,3290512,1
829.abc_s-bitcoin-750B,bw3200_nopf,3271831,1
829.abc_s-bitcoin-750B,bw3200_pythia,4989093,1
829.abc_s-bitcoin-750B,bw3200_xpt,3271831,1
829.abc_s-bitcoin-750B,bw3200_xpt_pythia,4989093,1
829.abc_s-bitcoin-750B,bw3200_normal,3276125,1
829.abc_s-bitcoin-750B,bw3200_normal_pythia,5026053,1
829.abc_s-ethernet_fraig-12B,bw3200_nopf,2115826,1
829.abc_s-ethernet_fraig-12B,bw3200_pythia,2595583,1
829.abc_s-ethernet_fraig-12B,bw3200_xpt,2118273,1
829.abc_s-ethernet_fraig-12B,bw3200_xpt_pythia,2594798,1
829.abc_s-ethernet_fraig-12B,bw3200_normal,2162257,1
829.abc_s-ethernet_fraig-12B,bw3200_normal_pythia,2668260,1
829.abc_s-ethernet_fraig-186B,bw3200_nopf,3076630,1
829.abc_s-ethernet_fraig-186B,bw3200_pythia,3982833,1
829.abc_s-ethernet_fraig-186B,bw3200_xpt,3078947,1
829.abc_s-ethernet_fraig-186B,bw3200_xpt_pythia,4032739,1
829.abc_s-ethernet_fraig-186B,bw3200_normal,3371692,1
829.abc_s-ethernet_fraig-186B,bw3200_normal_pythia,4229684,1
834.vpr_s-sparct1_place-411B,bw3200_nopf,2996197,1
834.vpr_s-sparct1_place-411B,bw3200_pythia,5304812,1
834.vpr_s-sparct1_place-411B,bw3200_xpt,2988013,1
834.vpr_s-sparct1_place-411B,bw3200_xpt_pythia,5303797,1
834.vpr_s-sparct1_place-411B,bw3200_normal,3505585,1
834.vpr_s-sparct1_place-411B,bw3200_normal_pythia,5754899,1
834.vpr_s-wb_conmax_place-461B,bw3200_nopf,7815898,1
834.vpr_s-wb_conmax_place-461B,bw3200_pythia,7815911,1
834.vpr_s-wb_conmax_place-461B,bw3200_xpt,7814875,1
834.vpr_s-wb_conmax_place-461B,bw3200_xpt_pythia,7816133,1
834.vpr_s-wb_conmax_place-461B,bw3200_normal,7814879,1
834.vpr_s-wb_conmax_place-461B,bw3200_normal_pythia,7909976,1
834.vpr_s-wb_conmax_route-461B,bw3200_nopf,7822401,1
834.vpr_s-wb_conmax_route-461B,bw3200_pythia,7822411,1
834.vpr_s-wb_conmax_route-461B,bw3200_xpt,7821381,1
834.vpr_s-wb_conmax_route-461B,bw3200_xpt_pythia,7822663,1
834.vpr_s-wb_conmax_route-461B,bw3200_normal,7821380,1
834.vpr_s-wb_conmax_route-461B,bw3200_normal_pythia,7916685,1
846.minizinc_s-yumi_dynamic-118B,bw3200_nopf,7312690,1
846.minizinc_s-yumi_dynamic-118B,bw3200_pythia,9178591,1
846.minizinc_s-yumi_dynamic-118B,bw3200_xpt,7323866,1
846.minizinc_s-yumi_dynamic-118B,bw3200_xpt_pythia,9182173,1
846.minizinc_s-yumi_dynamic-118B,bw3200_normal,7673003,1
846.minizinc_s-yumi_dynamic-118B,bw3200_normal_pythia,9715297,1
846.minizinc_s-yumi_dynamic-119B,bw3200_nopf,6778873,1
846.minizinc_s-yumi_dynamic-119B,bw3200_pythia,8656381,1
846.minizinc_s-yumi_dynamic-119B,bw3200_xpt,6781763,1
846.minizinc_s-yumi_dynamic-119B,bw3200_xpt_pythia,8660648,1
846.minizinc_s-yumi_dynamic-119B,bw3200_normal,7116175,1
846.minizinc_s-yumi_dynamic-119B,bw3200_normal_pythia,9183311,1
846.minizinc_s-yumi_dynamic-256B,bw3200_nopf,6086151,1
846.minizinc_s-yumi_dynamic-256B,bw3200_pythia,8954693,1
846.minizinc_s-yumi_dynamic-256B,bw3200_xpt,6104693,1
846.minizinc_s-yumi_dynamic-256B,bw3200_xpt_pythia,8938859,1
846.minizinc_s-yumi_dynamic-256B,bw3200_normal,6432915,1
846.minizinc_s-yumi_dynamic-256B,bw3200_normal_pythia,9247337,1
846.minizinc_s-yumi_dynamic-40B,bw3200_nopf,3171399,1
846.minizinc_s-yumi_dynamic-40B,bw3200_pythia,5788465,1
846.minizinc_s-yumi_dynamic-40B,bw3200_xpt,3153521,1
846.minizinc_s-yumi_dynamic-40B,bw3200_xpt_pythia,5733455,1
846.minizinc_s-yumi_dynamic-40B,bw3200_normal,3586744,1
846.minizinc_s-yumi_dynamic-40B,bw3200_normal_pythia,6221305,1
849.fotonik3d_s-default-11846B,bw3200_nopf,15834627,1
849.fotonik3d_s-default-11846B,bw3200_pythia,16488408,1
849.fotonik3d_s-default-11846B,bw3200_xpt,15834360,1
849.fotonik3d_s-default-11846B,bw3200_xpt_pythia,16488408,1
849.fotonik3d_s-default-11846B,bw3200_normal,15834355,1
849.fotonik3d_s-default-11846B,bw3200_normal_pythia,16833644,1
849.fotonik3d_s-default-1927B,bw3200_nopf,20766674,1
849.fotonik3d_s-default-1927B,bw3200_pythia,20783007,1
849.fotonik3d_s-default-1927B,bw3200_xpt,20766683,1
